job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,job_posting_month,job_posting_year,hiring_urgency,job_openings,salary
0,2,5,0,1,0,7,0,1,1,0,1,1,3,2025,0,9,112567
3,1,2,6,1,1,2,0,1,0,0,0,1,3,2026,0,7,103282
3,0,1,1,2,2,2,0,0,1,0,0,0,7,2023,1,6,102661
2,3,4,5,2,1,4,1,0,1,1,0,0,1,2022,0,7,89223
2,3,1,4,0,2,4,1,0,0,0,1,0,8,2026,1,5,112080
1,2,5,6,0,2,6,1,0,1,0,1,1,3,2022,0,8,120402
4,1,2,1,2,0,0,2,0,0,0,1,0,11,2026,0,9,86187
1,1,1,5,0,2,4,2,0,1,1,0,0,4,2025,1,2,138731
0,3,1,2,1,1,12,1,0,0,1,1,0,9,2022,0,3,144876
1,1,0,3,0,0,3,2,1,1,0,1,0,3,2022,1,1,87121
5,2,2,3,2,1,3,0,1,0,0,1,1,1,2024,1,2,142652
4,3,4,1,1,2,12,2,0,0,0,0,1,6,2024,0,7,106738
0,2,0,2,1,2,10,0,0,0,0,1,0,3,2026,0,9,159436
0,1,1,0,2,1,2,2,0,0,0,0,0,9,2025,1,4,138624
2,2,0,4,1,2,7,1,1,0,0,1,1,1,2021,1,5,121813
0,2,4,4,1,2,4,2,1,1,0,0,0,2,2022,1,6,140859
5,1,5,4,0,2,5,1,1,0,1,1,0,2,2025,0,2,191681
4,1,1,5,1,1,13,1,0,1,0,0,0,6,2022,2,6,95247
0,2,4,1,1,2,4,2,1,0,1,1,0,9,2020,0,3,170971
2,0,0,4,2,1,2,0,1,0,0,0,0,2,2024,0,8,76844
3,1,5,1,2,2,14,1,0,1,0,1,0,12,2021,0,8,132931
0,2,2,3,2,0,9,0,0,1,0,1,1,10,2025,0,7,112171
0,3,4,2,2,2,0,0,1,1,0,0,0,8,2026,1,5,139350
1,3,4,5,2,1,10,1,1,0,1,0,0,7,2023,2,6,85284
2,0,4,5,2,2,13,2,1,1,0,0,0,8,2022,0,8,101450
1,3,5,1,0,2,1,1,1,0,0,0,1,10,2026,1,1,113785
3,3,4,4,1,2,0,2,1,0,0,1,1,12,2023,0,7,124544
4,1,4,0,2,2,14,0,1,0,1,1,0,7,2021,0,7,154917
5,0,2,1,1,2,12,2,1,1,0,0,0,12,2020,2,2,139715
1,0,3,4,2,1,8,2,1,0,1,0,0,12,2021,2,1,85515
1,2,0,4,1,2,8,2,1,0,1,0,1,11,2020,2,3,128093
3,3,4,5,1,1,4,1,0,1,0,0,1,3,2025,1,6,82261
1,2,2,1,2,2,1,2,1,0,0,1,1,5,2022,1,1,129681
5,2,0,6,1,1,1,2,0,1,1,0,1,6,2023,0,7,136196
4,1,2,4,1,1,2,0,1,0,1,1,0,12,2026,0,7,121604
4,0,3,4,1,1,0,1,1,1,0,0,1,6,2020,0,7,85484
4,2,1,6,0,0,14,2,1,1,0,0,0,10,2023,2,5,47467
0,1,0,3,0,1,0,2,1,0,0,0,0,4,2021,0,8,133781
2,2,5,1,2,2,13,0,1,1,1,0,1,11,2025,2,4,125056
0,1,0,1,1,1,13,1,0,0,0,0,1,10,2026,2,6,144936
1,2,3,2,0,1,12,0,1,1,0,0,0,5,2020,0,7,71351
4,1,4,0,0,2,2,0,1,1,0,1,1,3,2023,0,8,146176
3,2,2,0,0,0,7,1,0,1,1,0,1,4,2023,1,5,75639
4,1,0,5,2,2,4,0,1,1,1,1,0,3,2023,0,9,146951
3,3,3,3,0,1,5,0,0,0,1,0,1,11,2021,1,1,99472
0,2,3,1,0,0,12,2,0,0,1,0,1,11,2020,2,1,114468
2,1,4,6,2,1,4,2,0,0,0,0,1,6,2022,0,8,100361
0,3,4,1,0,1,3,1,0,1,0,0,0,9,2023,0,7,117425
3,2,1,1,2,2,3,2,0,0,0,0,0,3,2021,0,8,100669
3,3,4,0,1,0,10,0,0,0,1,0,0,11,2020,2,2,67403
0,0,1,0,2,2,6,1,0,0,1,1,1,3,2021,0,6,182845
4,0,1,1,1,1,8,2,0,1,1,1,0,2,2020,0,3,101261
1,0,1,1,0,2,10,0,1,0,0,0,1,5,2021,2,6,105382
5,2,1,0,1,2,2,2,1,0,0,0,1,9,2025,1,4,148198
3,1,3,5,2,2,14,2,0,0,0,1,0,8,2026,2,2,130121
0,3,4,0,2,0,7,1,0,0,0,0,1,4,2020,1,2,96729
5,0,2,0,2,0,13,0,0,0,0,0,1,1,2020,0,8,96050
0,1,4,6,1,0,8,0,0,1,1,1,0,2,2026,0,4,136918
2,1,4,6,1,0,14,2,0,0,0,0,0,5,2021,2,4,74347
4,2,2,3,1,1,4,2,1,0,0,1,0,3,2024,1,6,92063
2,2,5,2,1,1,2,1,0,0,1,1,1,9,2021,0,3,112075
1,3,3,6,1,2,14,2,1,0,1,1,1,5,2024,0,6,141011
2,2,4,2,1,1,8,1,1,1,1,1,0,4,2023,0,2,104680
5,0,0,1,0,1,2,1,1,0,0,1,0,3,2023,0,7,126436
2,1,1,2,0,1,8,0,0,1,0,1,1,12,2022,2,4,118489
5,3,0,2,1,2,1,0,0,1,1,0,0,12,2024,1,1,156238
1,2,1,3,1,0,12,2,1,0,0,1,1,11,2025,2,4,76148
2,0,2,5,1,0,11,0,1,1,0,1,1,1,2024,0,9,71360
2,3,1,4,0,1,14,1,1,1,0,1,0,5,2024,2,6,92547
3,0,1,1,2,1,10,1,1,0,0,0,1,12,2023,2,2,81733
4,2,4,4,0,1,11,0,1,0,0,1,0,5,2023,2,6,92300
5,2,2,5,0,0,8,1,1,0,1,1,1,10,2021,0,7,133099
0,1,0,1,0,2,5,2,0,1,1,0,1,5,2022,1,4,184036
3,3,0,1,0,1,14,0,0,1,0,0,1,11,2022,2,6,82691
4,0,4,3,2,0,9,2,1,1,1,0,0,7,2025,0,7,60939
2,2,2,2,1,1,5,0,0,1,0,0,0,6,2024,0,7,72499
4,2,2,6,2,0,3,1,0,0,0,1,0,6,2020,1,2,62065
2,0,3,4,0,0,12,2,0,0,1,1,0,5,2025,0,1,82925
4,2,3,5,0,1,14,0,0,0,1,0,0,10,2026,2,6,88403
2,1,4,6,0,2,14,2,1,0,1,0,0,11,2022,2,1,139717
4,2,4,3,2,0,10,2,0,1,0,0,1,4,2021,0,8,63688
5,0,1,6,1,0,10,1,0,1,0,0,1,7,2022,2,4,104648
3,3,4,3,0,2,8,2,0,1,0,0,1,5,2021,2,6,113704
1,2,1,3,2,1,7,1,1,0,1,1,1,1,2020,0,9,111275
0,1,4,2,1,1,4,1,1,1,0,0,1,6,2021,0,9,147630
4,1,0,1,0,0,3,0,1,0,1,0,1,6,2020,1,6,93114
5,2,4,4,1,0,5,1,0,0,0,0,1,12,2025,1,6,100832
5,0,0,0,0,0,0,1,0,0,0,0,1,7,2026,1,3,104901
5,0,5,3,0,0,7,1,0,1,1,1,0,2,2023,0,6,115059
1,3,4,0,1,1,6,2,1,1,1,1,1,9,2024,0,3,113421
3,3,1,3,2,0,7,2,1,1,0,1,1,6,2025,1,3,77446
5,2,3,2,1,2,0,2,0,1,1,0,0,12,2024,1,5,159096
4,2,4,3,0,0,10,2,0,0,1,1,1,12,2021,0,4,87594
2,1,4,2,1,0,5,0,0,1,0,1,1,8,2026,1,2,98555
1,2,0,4,0,1,10,0,0,1,1,0,1,7,2024,2,6,100905
0,2,0,1,2,0,1,0,0,0,0,0,1,12,2026,0,9,100394
1,2,3,1,1,1,6,1,0,0,1,0,1,12,2025,1,5,95998
0,0,2,1,1,0,12,0,0,0,1,0,0,10,2024,2,6,104798
2,2,1,4,0,1,13,0,1,0,0,1,1,11,2022,0,9,100209
5,2,0,5,0,2,2,1,0,0,1,1,0,6,2020,0,9,170151
0,1,4,5,0,2,12,1,0,1,0,0,0,1,2025,2,5,155658
2,0,2,1,0,1,9,0,1,1,0,0,0,2,2025,2,5,75108
3,3,2,0,1,2,10,2,0,1,1,1,0,6,2024,0,9,134168
3,2,3,3,2,0,10,0,0,1,1,1,1,6,2020,0,4,94014
1,3,0,2,0,1,13,1,1,1,1,1,0,11,2026,0,1,100852
5,2,0,3,2,1,8,1,0,0,1,0,1,9,2026,0,8,143498
3,3,2,4,0,1,14,0,0,0,0,1,1,8,2022,0,9,97024
4,3,0,3,0,1,6,1,0,1,1,1,1,1,2021,0,8,110243
2,1,1,6,1,0,5,2,0,0,0,1,0,6,2020,1,1,85999
5,0,0,5,1,1,9,0,0,0,1,0,0,4,2022,2,2,133105
0,0,2,4,0,1,1,1,0,1,1,1,1,4,2020,0,3,155700
1,2,5,1,1,2,1,2,1,1,0,0,0,7,2025,1,5,103811
1,2,4,3,1,0,4,1,0,0,0,1,0,4,2020,0,7,64480
0,1,0,1,1,1,0,1,0,1,1,0,0,3,2024,1,5,150140
3,1,3,5,2,1,6,2,0,1,1,1,1,5,2025,0,8,137825
4,0,1,6,0,0,14,0,0,1,1,1,0,4,2022,0,3,81652
2,3,1,3,0,0,7,1,0,0,0,0,1,11,2021,1,6,59553
5,0,1,3,2,1,6,2,0,0,0,0,1,12,2022,1,1,122536
5,0,4,5,2,0,2,1,0,1,1,0,1,9,2026,1,4,110958
2,3,1,3,2,0,13,1,1,0,0,1,0,6,2025,2,5,65890
4,1,0,2,0,1,7,1,1,0,1,0,1,1,2023,1,1,119808
4,3,2,0,2,1,3,0,1,1,1,1,0,8,2020,0,4,101943
2,2,4,3,0,0,1,0,0,0,0,1,0,8,2025,1,6,68725
1,2,5,5,2,0,5,1,0,0,1,0,0,8,2022,1,5,66197
4,0,2,4,0,0,11,2,0,0,0,1,1,12,2022,0,9,76819
5,3,5,5,2,2,5,2,1,0,1,0,1,1,2021,0,8,165521
5,2,5,2,0,0,8,2,0,0,1,1,1,11,2020,0,7,127449
1,3,4,4,2,1,7,0,1,1,1,0,0,10,2023,1,4,92551
5,2,0,0,1,0,0,2,1,0,1,0,1,10,2025,1,5,113480
5,2,1,4,1,1,3,0,0,0,1,0,0,5,2026,1,3,133052
0,1,5,5,1,0,14,0,0,0,1,1,0,11,2020,0,5,136182
0,3,4,6,2,1,11,0,0,0,0,0,1,1,2023,0,9,123468
2,3,3,4,0,1,0,2,1,0,0,1,1,1,2025,1,5,101260
3,2,2,0,2,0,8,0,1,0,1,1,0,1,2025,0,3,83111
3,1,5,1,1,0,1,2,0,1,1,1,0,4,2022,0,3,104771
4,1,0,2,2,1,1,1,1,0,1,0,1,5,2023,1,1,122839
4,3,4,3,0,0,2,1,0,1,1,1,1,8,2020,0,2,89106
5,2,1,5,2,0,13,0,1,1,1,0,0,11,2024,2,2,101758
5,3,1,4,0,1,6,2,0,0,1,1,0,8,2026,0,6,148121
3,1,5,2,0,0,8,2,0,0,0,1,0,7,2026,2,3,83047
1,3,5,3,0,1,7,0,0,0,1,0,1,6,2024,0,9,102181
3,3,4,2,2,0,6,2,0,1,1,0,0,5,2020,1,2,67091
5,2,2,5,0,2,4,2,0,0,0,1,1,4,2025,0,7,163138
1,0,0,2,2,2,13,0,0,1,0,0,1,1,2024,2,3,110335
3,2,0,5,1,1,9,0,1,0,1,0,0,9,2023,0,9,88357
2,0,5,4,1,1,4,0,0,0,0,0,0,6,2026,1,3,75467
5,1,0,3,0,2,13,2,1,1,0,1,0,9,2021,2,6,175690
0,3,3,4,1,1,5,1,0,0,1,0,0,9,2021,1,3,125535
1,1,1,5,1,1,8,0,1,0,0,1,0,7,2020,0,9,108655
5,3,0,6,2,0,13,0,0,1,1,0,1,5,2022,0,7,112449
4,3,5,5,1,0,6,1,1,1,0,1,0,2,2026,0,8,69475
0,1,5,4,1,0,5,1,0,0,1,0,0,1,2026,0,9,124255
3,0,2,3,2,2,10,1,0,0,0,0,1,10,2024,2,5,113702
4,3,4,6,1,1,3,0,1,0,0,0,1,7,2026,0,7,80303
3,1,1,3,2,0,1,2,1,1,0,1,0,4,2025,0,7,80104
5,1,0,3,0,0,6,1,0,1,0,1,0,4,2022,1,3,121856
5,2,3,4,2,1,13,1,0,1,1,0,1,12,2020,2,6,137153
5,3,2,2,2,1,11,1,0,1,0,0,0,9,2022,0,7,114022
0,1,2,0,1,0,8,0,0,1,1,1,0,9,2026,0,1,143352
1,1,2,1,1,2,12,1,1,0,1,1,0,6,2023,0,8,151277
5,0,0,0,0,0,10,1,1,1,0,0,1,9,2025,2,5,98735
3,3,5,2,0,2,11,1,0,0,0,1,1,4,2021,0,9,126471
0,2,5,4,2,2,7,2,0,0,1,0,0,5,2024,1,3,157618
0,3,1,3,1,1,2,2,0,0,0,0,0,6,2021,0,9,116270
2,3,4,4,2,1,4,2,1,1,1,0,0,6,2024,0,8,90182
2,1,5,6,1,0,10,1,0,0,0,1,0,11,2020,0,7,88866
2,0,4,1,1,2,7,1,1,0,0,1,0,12,2024,1,1,111685
3,3,5,4,1,2,7,0,1,0,0,0,1,9,2024,1,6,106462
4,1,4,4,1,1,11,1,1,1,0,0,0,4,2025,0,8,92518
4,2,2,2,1,2,12,2,1,1,1,0,0,4,2021,2,6,119755
3,3,0,5,1,2,3,1,1,0,1,1,1,7,2022,0,8,135244
0,2,1,1,0,1,5,2,0,1,1,1,1,6,2023,0,9,152878
2,3,3,3,0,1,10,0,0,0,0,1,0,2,2024,2,1,88955
0,1,4,5,0,0,5,1,1,1,1,0,0,3,2022,0,8,125700
5,0,1,3,0,0,4,0,0,1,0,0,0,4,2024,1,5,88974
5,2,3,6,0,1,13,2,1,0,1,0,1,11,2023,0,7,137343
0,1,5,4,0,2,14,2,1,0,0,0,0,6,2022,2,2,155503
4,0,0,1,0,1,4,1,0,0,1,1,1,1,2026,0,3,118944
4,3,0,3,1,0,3,1,0,0,1,1,1,12,2024,0,9,85158
0,3,1,1,1,2,11,1,1,1,0,0,1,4,2020,0,8,154448
2,0,2,5,2,0,13,2,1,0,0,0,1,11,2022,0,9,59747
0,0,3,6,0,0,3,2,1,0,0,0,1,11,2023,0,8,99127
4,1,1,0,1,1,6,1,0,1,0,0,1,6,2023,1,3,102173
1,0,1,6,0,1,7,2,1,0,1,1,0,3,2021,0,1,109914
3,0,0,4,0,0,12,2,0,0,1,0,1,4,2022,2,1,73964
5,2,4,1,1,1,12,0,1,0,0,1,1,8,2024,0,7,139641
5,1,2,6,1,1,6,2,1,0,0,1,0,11,2026,1,3,148260
3,0,1,4,1,1,11,0,1,0,0,1,1,11,2020,2,2,96854
2,1,3,1,1,2,3,1,1,0,0,0,1,7,2026,1,6,126683
5,3,5,3,0,0,4,0,0,0,0,1,1,9,2022,0,7,111237
2,0,5,1,2,2,12,1,0,1,0,0,0,9,2026,2,4,101874
2,0,3,5,2,0,11,0,0,1,1,0,0,7,2024,2,2,64436
5,0,1,1,0,1,14,1,0,1,1,1,1,4,2026,0,2,156911
4,3,1,5,1,1,11,2,0,0,1,1,1,7,2025,0,4,110242
0,3,4,1,2,0,12,2,0,0,1,0,1,6,2023,0,7,112195
5,1,3,5,0,2,11,2,0,0,1,1,0,6,2023,0,6,190600
3,2,0,5,0,1,7,2,1,0,1,1,0,11,2021,0,4,101320
0,2,5,1,1,0,6,1,0,1,1,0,1,11,2024,1,4,116555
2,3,4,1,2,2,13,0,1,0,0,0,1,11,2023,0,8,111530
1,0,3,3,1,1,8,0,0,0,0,0,0,11,2022,2,6,71723
2,0,4,0,1,0,5,2,1,0,0,0,0,8,2021,1,3,45677
2,1,0,0,1,2,8,0,1,1,1,0,0,2,2022,2,3,133866
1,2,1,0,0,2,14,0,1,1,0,1,1,1,2024,2,5,124058
1,3,4,6,1,0,14,0,1,1,1,0,0,3,2023,0,7,62883
2,2,4,4,0,1,4,0,1,0,0,0,1,11,2023,1,2,85819
4,3,0,5,2,1,9,1,1,1,1,1,1,10,2021,0,2,116254
3,3,1,5,0,0,6,1,0,0,1,0,1,3,2021,1,5,78935
4,2,3,6,2,1,10,2,0,0,0,0,1,9,2022,2,5,86723
0,2,2,6,1,1,4,0,1,0,1,0,1,7,2024,0,7,137921
3,1,2,4,1,2,9,0,0,1,0,0,1,7,2026,0,7,130005
1,3,5,0,2,1,13,0,0,1,1,1,1,4,2023,0,9,118925
1,0,0,2,1,2,6,0,0,1,1,0,1,3,2024,1,2,129372
5,2,5,3,1,0,2,1,0,0,1,0,1,10,2023,1,2,117701
4,3,4,5,1,0,5,1,0,1,1,1,1,10,2021,0,1,93062
2,2,5,3,1,0,3,0,1,1,0,0,1,8,2024,1,2,61801
1,3,0,4,2,0,0,1,1,1,1,0,0,12,2023,0,7,68719
0,1,3,4,1,0,4,0,0,1,0,1,0,3,2024,0,7,128384
2,2,5,5,0,1,10,0,1,0,0,0,0,6,2025,2,2,70158
0,2,0,0,1,2,10,1,0,1,1,1,1,6,2022,0,4,176588
3,0,2,2,0,2,14,0,0,0,1,1,1,2,2020,0,7,138771
4,0,1,3,2,0,4,2,0,1,1,1,0,4,2026,0,3,84924
1,0,0,0,1,1,7,1,1,0,0,1,1,5,2026,1,5,104635
2,3,1,6,1,1,2,1,1,0,0,1,1,9,2022,1,6,101673
5,1,0,6,2,1,11,1,0,0,0,0,1,3,2022,2,2,148082
3,1,5,4,1,0,2,1,1,0,1,0,0,9,2023,1,3,86702
0,3,4,3,2,2,14,0,1,1,0,0,0,4,2026,0,7,141742
1,2,0,0,2,1,1,1,1,1,0,1,1,2,2023,1,3,104498
3,1,4,1,2,2,0,0,1,0,0,1,0,3,2025,0,7,134835
5,2,2,5,2,0,8,1,0,0,0,0,1,3,2023,0,8,97981
2,0,5,3,2,2,14,1,1,0,1,0,1,4,2023,2,3,120689
4,0,2,3,1,1,3,2,1,1,0,1,1,4,2026,1,1,95533
4,3,1,0,0,0,4,0,0,0,1,0,0,1,2024,1,2,60119
3,2,4,4,1,1,8,1,0,0,1,0,0,10,2026,2,3,85408
0,1,2,0,1,1,13,2,1,1,1,1,1,1,2021,0,1,173907
2,1,5,2,0,0,3,2,0,1,0,1,0,5,2021,0,9,82661
5,3,4,6,2,0,6,2,1,0,0,0,1,11,2020,0,8,99438
2,0,3,4,2,1,14,1,0,1,0,0,0,1,2023,2,6,74380
2,1,3,3,2,2,4,0,1,1,1,1,1,1,2026,0,8,157285
5,0,4,2,0,1,6,0,0,0,0,1,0,11,2021,0,9,134092
2,2,4,4,0,1,2,2,0,1,1,0,1,6,2020,1,4,104692
2,0,3,1,1,2,3,0,0,0,1,1,0,3,2024,0,7,128761
1,1,1,2,1,2,12,1,1,0,0,0,1,4,2024,2,1,129406
4,1,5,5,2,2,11,0,0,0,0,0,0,11,2020,0,7,123796
3,0,4,4,1,0,1,2,0,1,1,0,0,5,2026,0,7,63300
3,1,2,3,0,2,6,0,0,0,1,1,0,7,2024,0,9,145779
0,0,4,3,1,0,2,2,1,1,0,0,0,9,2022,0,7,87180
4,3,4,2,0,1,7,2,1,1,1,1,0,6,2024,0,4,104810
2,1,1,6,1,2,12,2,0,0,0,0,0,9,2022,0,9,119473
4,1,3,4,2,1,0,0,0,1,1,0,1,2,2024,0,7,119041
0,1,3,4,2,1,3,2,0,0,1,1,0,7,2023,0,3,168894
5,2,3,3,1,1,9,2,1,1,1,1,0,2,2020,0,8,140854
3,0,2,5,1,0,8,1,0,1,1,0,0,4,2025,2,2,61732
3,1,4,0,0,0,3,1,1,0,1,0,1,7,2025,1,3,95041
2,3,2,4,1,2,8,1,0,1,0,0,1,7,2024,2,2,108403
5,1,5,5,2,1,10,1,0,1,1,1,1,11,2026,0,6,177384
5,3,1,2,1,2,6,2,1,1,0,0,1,11,2023,1,3,146732
4,3,3,0,0,0,5,1,1,0,0,1,1,9,2026,0,8,71620
5,3,5,1,2,2,8,1,0,1,0,0,1,1,2020,2,6,145079
1,0,4,4,2,2,6,1,0,1,1,0,1,10,2021,1,4,129914
4,1,5,3,2,1,11,1,0,0,1,0,1,2,2025,2,5,115844
1,1,1,4,0,2,9,0,0,0,0,1,0,7,2024,2,3,131116
1,3,3,6,2,0,12,0,0,0,1,1,1,10,2024,0,9,88345
1,2,1,2,2,1,3,0,1,1,0,0,1,8,2024,1,5,84744
3,0,4,0,2,2,5,2,0,1,0,1,0,5,2023,1,1,118748
3,1,3,2,1,0,12,2,1,0,0,1,1,11,2026,0,7,95432
3,0,5,3,0,2,11,1,1,0,0,0,0,11,2024,0,9,104913
1,0,5,5,2,2,11,0,0,0,0,0,0,9,2024,2,2,95831
3,2,1,5,1,0,14,0,0,0,1,0,1,12,2026,2,1,70410
2,2,4,5,1,0,1,1,0,0,0,0,1,1,2022,0,7,58740
4,0,5,1,2,0,14,1,0,1,1,0,0,10,2021,2,4,65615
2,0,5,4,2,1,6,0,0,1,0,1,0,1,2022,1,5,91454
2,3,1,0,2,2,0,2,0,0,0,0,1,4,2022,0,8,108368
1,0,0,3,1,2,5,2,0,1,0,0,0,7,2025,0,9,95188
2,1,3,1,2,2,4,0,1,1,0,0,1,8,2024,1,4,125033
0,3,1,4,0,2,12,1,1,1,0,1,1,10,2020,2,4,166707
5,3,5,5,0,1,4,1,1,0,1,0,1,6,2025,1,1,139978
1,1,3,0,2,1,3,1,1,0,1,1,1,12,2026,0,6,138351
4,1,1,0,0,2,12,1,0,1,1,0,0,5,2024,0,8,134328
3,1,2,6,0,2,11,1,0,0,1,1,1,10,2021,0,7,164786
3,2,3,6,2,1,0,1,0,0,1,0,1,9,2025,1,4,97818
4,0,2,5,0,0,2,2,0,1,0,1,1,3,2026,0,7,79929
4,2,5,3,2,0,12,0,0,1,1,1,0,3,2024,0,2,77931
1,3,3,1,2,1,9,2,1,0,1,0,0,12,2022,2,5,93181
5,3,2,1,2,2,8,2,0,0,0,0,0,8,2024,0,8,142148
5,3,5,0,0,2,10,2,1,0,1,1,0,1,2024,0,4,170529
5,2,0,3,0,0,11,1,0,0,1,0,1,4,2023,2,3,111085
3,1,0,4,1,2,8,2,0,0,1,1,0,12,2024,0,3,150570
3,1,5,6,0,2,9,0,1,0,1,1,1,6,2024,0,4,156365
0,0,1,5,2,1,10,1,0,0,1,0,1,6,2023,2,4,141669
1,2,1,5,1,1,6,0,1,1,0,0,0,2,2022,1,2,70878
4,3,3,2,1,1,0,2,1,0,0,0,0,1,2023,1,6,77763
5,2,0,2,1,0,1,0,1,0,1,0,0,3,2025,0,9,107810
2,3,4,2,0,2,4,0,0,1,0,1,1,5,2022,1,4,125493
0,2,2,6,0,0,12,1,1,1,1,0,0,4,2020,0,7,104457
1,1,3,5,2,0,3,0,0,1,1,1,0,7,2021,0,8,104221
0,3,0,0,2,2,3,2,0,0,0,0,1,1,2025,1,5,152317
0,2,1,0,0,1,6,1,1,1,1,1,1,2,2021,0,9,157902
1,2,5,0,1,0,14,2,0,0,1,0,0,7,2026,2,3,65142
3,2,3,5,2,0,13,1,0,0,0,1,0,8,2026,2,6,65591
3,0,5,6,2,1,14,1,0,0,0,1,1,10,2026,0,8,102978
1,3,5,0,1,1,10,1,1,1,0,0,1,8,2020,2,3,83659
4,3,2,3,2,0,12,0,1,0,0,1,0,4,2020,2,2,69949
3,3,1,5,1,0,6,1,1,0,0,1,1,6,2024,0,9,71142
0,0,4,1,0,0,14,2,0,1,0,0,0,7,2020,2,3,86636
4,1,0,1,0,2,2,1,0,0,0,0,0,5,2026,1,3,123450
1,2,4,2,2,0,3,0,1,0,1,1,1,8,2023,0,1,93231
3,3,1,2,2,0,4,1,1,1,0,0,0,10,2024,1,6,51186
4,1,1,1,0,0,5,0,1,1,0,1,0,4,2023,1,4,85403
3,2,1,3,1,2,0,1,0,0,1,0,0,4,2021,1,3,110807
2,1,1,1,1,0,13,0,1,0,0,1,1,6,2022,2,1,99514
3,3,1,4,0,2,5,1,1,0,0,0,0,8,2026,1,4,102724
0,0,2,2,2,1,6,0,1,1,1,1,1,3,2025,0,7,156768
1,3,2,0,1,2,13,1,0,0,1,1,1,7,2021,0,5,140860
5,1,3,3,1,0,0,0,0,1,1,0,0,5,2024,1,6,127051
0,0,0,6,2,1,1,1,0,1,1,0,1,4,2022,1,6,143273
1,3,3,0,0,1,10,1,0,0,0,0,0,4,2024,2,2,70623
4,0,3,2,0,0,5,2,1,1,1,1,1,11,2023,0,3,93562
4,3,0,5,2,0,2,1,0,0,1,0,1,8,2026,1,5,73841
2,3,5,5,1,0,10,0,0,0,0,1,0,11,2021,2,1,69711
2,1,4,1,2,2,3,1,1,1,0,1,0,8,2022,0,9,139965
5,0,4,6,2,1,7,2,0,0,0,0,1,4,2026,0,7,128207
1,2,1,6,0,1,4,2,0,0,0,0,1,8,2025,1,4,81113
5,1,2,5,1,0,12,0,1,1,1,0,0,2,2024,2,6,127230
0,1,0,1,2,1,13,2,0,1,0,0,1,2,2021,2,5,143447
4,2,0,4,2,1,14,1,0,0,0,0,1,5,2025,2,3,85450
2,3,2,5,1,1,7,2,1,0,0,0,1,2,2024,1,3,87816
2,0,1,0,0,0,4,0,1,0,1,0,1,5,2023,0,8,79399
4,2,1,5,1,0,13,0,0,0,0,0,1,1,2025,2,4,55960
5,2,4,2,1,0,2,0,0,1,1,0,0,8,2021,0,8,109112
5,3,4,1,1,2,8,0,1,0,1,1,1,12,2024,0,9,181134
1,1,1,2,2,1,11,2,0,0,1,0,0,8,2024,2,1,114460
1,0,0,0,2,0,2,0,1,1,1,1,1,5,2022,0,7,90338
5,2,4,4,0,1,9,1,1,0,0,0,0,1,2026,2,1,116444
5,0,4,2,0,0,3,2,0,1,1,0,0,5,2026,1,6,105340
0,3,1,6,0,1,10,1,0,1,0,0,1,2,2026,2,3,120165
3,1,2,1,0,0,6,0,1,0,1,1,1,8,2021,0,8,105980
5,0,4,5,1,1,7,2,0,0,0,1,0,6,2025,1,5,132775
4,1,5,6,0,2,12,0,0,1,1,1,1,11,2025,0,6,156474
3,1,3,1,2,1,0,1,0,0,0,0,1,5,2020,1,6,104957
1,2,1,2,0,1,12,2,0,1,1,1,0,6,2025,0,1,100444
2,3,2,0,1,1,8,0,0,1,0,0,0,9,2022,2,5,70733
3,0,5,5,1,0,5,1,1,1,1,1,1,12,2024,0,7,93679
5,0,2,1,2,0,11,2,0,0,0,1,0,1,2021,2,1,108669
2,2,2,2,1,0,12,1,1,1,0,1,0,3,2026,0,8,66174
3,2,4,0,1,1,12,2,1,0,0,1,0,10,2025,0,7,91914
2,3,5,1,2,0,9,0,0,1,1,0,1,12,2025,0,8,73338
3,3,2,0,0,0,11,1,1,0,0,1,0,4,2022,2,2,67303
5,1,1,4,2,0,2,0,1,0,1,1,1,7,2026,0,7,152537
1,0,0,3,0,0,5,2,0,0,0,1,1,7,2020,0,9,74960
5,3,5,1,1,1,4,1,0,0,0,1,1,7,2025,0,7,141728
2,2,2,3,2,2,2,2,1,1,0,0,0,10,2025,0,7,97337
4,3,3,5,0,0,3,1,1,0,1,1,0,9,2022,0,8,79310
5,3,2,6,2,1,13,1,1,0,1,0,0,5,2022,2,6,130578
3,0,4,3,1,0,10,0,0,1,0,0,1,7,2023,2,2,62640
0,1,0,3,0,0,0,1,1,1,0,0,1,2,2022,1,1,115148
3,2,5,5,0,2,12,2,1,0,1,1,1,4,2022,0,3,144204
4,0,4,1,2,1,5,2,1,1,1,0,1,7,2024,1,1,100148
4,0,0,0,0,1,3,0,1,0,0,1,1,11,2020,1,5,100015
5,0,3,5,1,2,10,2,0,1,1,1,1,1,2025,0,8,177612
3,3,2,5,2,0,2,2,1,1,1,0,0,6,2020,0,7,63162
1,3,3,0,0,1,3,1,0,0,0,0,1,10,2026,0,9,87426
4,2,0,0,2,2,0,1,0,0,1,0,0,1,2023,0,7,116369
2,1,2,3,2,2,0,0,1,1,1,1,1,12,2024,0,5,160351
0,3,2,3,0,1,2,1,1,0,0,0,1,4,2022,1,3,128047
5,3,2,5,2,2,3,1,0,0,0,0,1,10,2026,1,5,154876
